"","X","GAD.1","GAD.2","GAD.3","GAD.4","GAD.5","GAD.6","GAD.7","FOC.1","FOC.2","FOC.3","FOC.4","FOC.5","FOC.6","IUS.1","IUS.2","IUS.3","MAAS.1","MAAS.2","MAAS.3","MAAS.4","MAAS.5","FinancePlan","MortalityRisk","MentalHealth","CRA.1","CRA.2","CRA.3","CRA.4","CRA.5","CRA.6","Government","Norm","CurrentBehavior","RAB.1","RAB.2","RAB.3","RAB.4","RAB.5","RAB.6","Stockpil","RiskPerception","Vaccine","Origin","BacktoNormal","News","Born","Gender","Country","Region","Education","Language","Ethnicity","Children","LiveWith","FinancialSatisfaction","GAD.mean","FOC.mean","IUS.mean","MAAS.mean","CRA.mean","RAB.mean","sex","edu","origin","age","vac_hes","child","news_opposite","new_ethnicity","new_region","origin_binomial","new_back_normal","new_finance_plan"
"72",73,1,1,1,1,1,1,1,5,5,5,4,4,5,1,1,2,4,4,4,5,4,6,70,2,2,3,1,3,1,1,2,3,4,2,2,1,4,1,2,2,51,1,1,0,4,21,3,1,11,4,1,5,2,3,87,1,4.66666666666667,1.33333333333333,4.2,1.83333333333333,2,"Other","ug","natural",37,1,"no",3,"white","south",1,"other",6
"73",74,2,2,2,1,1,3,2,5,4,4,4,4,4,4,4,2,4,4,2,4,3,6,47,1,3,3,2,3,3,3,1,2,3,3,1,1,2,1,2,2,27,1,1,5,3,33,1,1,11,4,1,5,2,1,52,1.85714285714286,4.16666666666667,3.33333333333333,3.4,2.83333333333333,1.66666666666667,"Female","ug","natural",49,1,"no",4,"white","south",1,"more12months",6
"74",75,1,1,1,1,1,1,1,2,3,3,5,4,4,2,4,5,3,2,1,1,2,5,56,2,4,3,2,3,2,3,1,3,4,4,1,2,4,1,2,1,50,1,1,5,3,18,2,1,6,5,1,5,2,2,29,1,3.5,3.66666666666667,1.8,2.83333333333333,2.33333333333333,"Male","pg","natural",34,1,"no",4,"white","north",1,"more12months",5
"75",76,2,1,2,2,1,1,1,5,5,5,5,5,5,3,4,2,5,6,2,3,5,3,70,2,3,2,1,2,2,1,1,3,3,1,1,2,1,1,1,1,60,1,1,3,3,14,1,1,12,5,7,5,2,2,60,1.42857142857143,5,3,4.2,1.83333333333333,1.16666666666667,"Female","pg","natural",30,1,"no",4,"white","south",1,"less6months",3
"76",77,2,1,1,2,2,2,2,3,4,4,4,4,4,2,4,5,3,3,3,2,3,2,40,1,4,2,4,4,2,4,1,3,4,1,1,1,4,1,4,1,20,1,1,4,4,7,1,1,12,5,1,5,2,3,75,1.71428571428571,3.83333333333333,3.66666666666667,2.8,3.33333333333333,2,"Female","pg","natural",23,1,"no",3,"white","south",1,"6to12months",2
"77",78,2,1,1,2,1,1,1,2,5,4,5,5,5,1,2,1,6,6,6,6,6,3,60,1,2,1,1,1,1,2,1,3,4,4,4,4,4,1,4,4,15,1,1,0,6,23,1,1,11,3,1,5,2,3,90,1.28571428571429,4.33333333333333,1.33333333333333,6,1.33333333333333,3.5,"Female","below_ug","natural",39,1,"no",1,"white","south",1,"other",3
"78",79,4,4,4,4,2,3,4,4,4,4,4,2,4,4,5,2,6,5,2,4,2,3,80,1,4,3,2,2,4,4,2,3,4,4,3,2,2,1,4,3,50,3,2,5,4,12,1,1,5,4,1,5,1,3,75,3.57142857142857,3.66666666666667,3.66666666666667,3.8,3.16666666666667,2.66666666666667,"Female","ug","artificial",28,0,"yes",3,"white","north",0,"more12months",3
"79",80,1,1,1,1,1,1,1,3,4,5,1,1,1,1,1,1,5,5,6,3,5,1,100,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,2,3,3,6,23,2,1,10,4,1,5,1,3,100,1,2.5,1,4.8,1,1,"Male","ug","not_sure",39,0,"yes",1,"white","south",0,"less6months",1
"80",81,1,1,1,2,1,1,1,4,4,4,3,4,3,2,2,2,3,3,4,4,3,8,43,2,2,1,2,2,1,2,2,3,3,2,1,1,2,1,2,2,50,1,1,4,3,36,2,1,12,5,5,5,1,3,100,1.14285714285714,3.66666666666667,2,3.4,1.66666666666667,1.5,"Male","pg","natural",52,1,"yes",4,"white","south",1,"6to12months",0
"81",82,2,1,2,1,1,2,2,1,2,1,2,3,3,1,1,4,5,5,4,6,4,8,35,1,3,2,1,4,2,1,2,3,4,4,3,3,3,1,4,1,65,1,1,4,3,14,2,1,11,3,1,5,2,2,50,1.57142857142857,2,2,4.8,2.16666666666667,3,"Male","below_ug","natural",30,1,"no",4,"white","south",1,"6to12months",0
"82",83,1,1,1,1,1,1,1,4,3,2,2,3,3,2,2,2,5,4,3,3,3,4,95,1,3,1,1,1,1,1,1,2,4,2,2,1,4,1,2,1,7,1,1,5,4,25,1,1,11,3,1,5,1,3,62,1,2.83333333333333,2,3.6,1.33333333333333,2,"Female","below_ug","natural",41,1,"yes",3,"white","south",1,"more12months",4
"83",84,2,1,2,2,2,1,2,5,5,5,5,4,5,4,4,4,4,5,4,6,3,5,80,1,2,2,2,2,2,1,2,3,3,2,1,2,3,1,2,3,96,1,1,0,3,20,1,1,11,5,1,5,2,3,60,1.71428571428571,4.83333333333333,4,4.4,1.83333333333333,1.83333333333333,"Female","pg","natural",36,1,"no",4,"white","south",1,"other",5
"84",85,2,2,2,2,2,2,2,3,3,3,4,4,4,4,5,4,4,3,1,4,4,3,64,1,3,2,3,2,4,3,3,3,4,4,4,4,3,1,4,1,53,1,1,4,5,16,1,1,10,3,1,5,2,3,26,2,3.5,4.33333333333333,3.2,2.83333333333333,3.33333333333333,"Female","below_ug","natural",32,1,"no",2,"white","south",1,"6to12months",3
"85",86,2,2,2,1,1,3,1,5,4,4,4,4,4,2,4,4,4,3,2,5,2,7,96,1,4,4,1,4,3,3,1,4,4,4,1,1,1,1,3,1,64,1,1,0,4,25,1,1,11,4,1,5,1,3,87,1.71428571428571,4.16666666666667,3.33333333333333,3.2,3.16666666666667,1.83333333333333,"Female","ug","natural",41,1,"yes",3,"white","south",1,"other",7
"86",87,3,1,3,3,2,2,1,4,4,4,3,4,4,3,4,2,4,3,2,5,3,3,90,2,4,2,4,3,2,1,1,3,4,3,4,2,4,2,2,1,50.5278048780488,1,1,0,4,6,1,1,12,4,1,5,2,2,25,2.14285714285714,3.83333333333333,3,3.4,2.66666666666667,2.83333333333333,"Female","ug","natural",22,1,"no",3,"white","south",1,"other",3
"87",88,1,2,2,2,1,3,3,4,4,4,3,4,4,1,1,1,5,3,6,2,4,8,100,2,3,3,4,2,3,4,1,2,4,4,4,3,3,1,3,1,30,1,1,5,5,15,2,1,11,3,1,5,2,3,60,2,3.83333333333333,1,4,3.16666666666667,3,"Male","below_ug","natural",31,1,"no",2,"white","south",1,"more12months",0
"88",89,2,2,3,2,1,2,2,5,5,5,5,5,5,3,4,4,3,3,3,4,2,7,95,2,3,1,2,2,3,1,2,3,3,3,2,3,2,1,2,1,31,1,1,5,3,17,2,1,11,4,1,5,2,1,85,2,5,3.66666666666667,3,2,2.16666666666667,"Male","ug","natural",33,1,"no",4,"white","south",1,"more12months",7
"89",90,1,1,2,1,1,1,1,2,2,2,2,2,4,2,2,1,4,5,4,4,3,4,83,2,2,2,1,3,2,2,4,3,4,1,1,1,4,1,1,4,65,1,1,4,4,27,2,1,9,5,1,5,1,3,80,1.14285714285714,2.33333333333333,1.66666666666667,4,2,1.5,"Male","pg","natural",43,1,"yes",3,"white","south",1,"6to12months",4
"90",91,3,2,3,2,3,2,3,4,2,4,3,4,2,3,2,4,3,2,1,5,3,8,51,2,3,3,1,3,3,3,3,3,5,2,4,2,3,2,2,2,30,1,1,4,4,10,2,1,12,1,1,5,2,3,1,2.57142857142857,3.16666666666667,3,2.8,2.66666666666667,2.5,"Male","below_ug","natural",26,1,"no",3,"white","south",1,"6to12months",0
"91",92,1,1,1,1,1,1,1,5,3,3,2,4,4,3,2,3,6,6,4,4,5,7,51,2,3,3,1,3,2,2,2,2,4,4,3,4,3,1,3,1,86,1,3,4,4,29,1,1,11,5,1,5,2,3,100,1,3.5,2.66666666666667,5,2.33333333333333,3,"Female","pg","not_sure",45,1,"no",3,"white","south",0,"6to12months",7
"92",93,1,1,1,1,1,1,1,2,2,2,2,4,2,1,2,1,4,6,4,5,5,4,61,1,3,3,1,3,2,3,2,3,4,4,4,4,4,1,4,1,96,1,1,0,3,43,1,1,8,4,1,5,1,3,90,1,2.33333333333333,1.33333333333333,4.8,2.5,3.5,"Female","ug","natural",59,1,"yes",4,"white","midlands",1,"other",4
"93",94,1,1,3,3,1,2,1,4,4,2,4,4,4,2,3,4,4,4,3,3,4,5,87,2,3,3,1,2,1,2,2,4,4,1,1,1,2,1,1,1,50,1,1,5,4,19,1,1,11,4,1,5,2,3,100,1.71428571428571,3.66666666666667,3,3.6,2,1.16666666666667,"Female","ug","natural",35,1,"no",3,"white","south",1,"more12months",5
"94",95,3,3,3,2,2,3,3,5,4,5,4,5,5,5,5,5,4,2,2,3,3,6,70,1,4,3,2,2,4,3,1,2,4,4,4,4,4,1,4,1,53,1,3,4,5,20,1,1,10,4,1,5,2,3,56,2.71428571428571,4.66666666666667,5,2.8,3,3.5,"Female","ug","not_sure",36,1,"no",2,"white","south",0,"6to12months",6
"95",96,1,1,1,1,1,1,1,2,3,3,2,4,4,2,2,2,3,3,4,5,3,5,85,2,4,2,3,2,1,1,2,3,4,3,2,1,4,1,4,2,10,3,1,0,3,38,1,1,11,5,1,5,1,3,100,1,3,2,3.6,2.16666666666667,2.5,"Female","pg","natural",54,0,"yes",4,"white","south",1,"other",5
"96",97,1,1,1,1,1,1,1,4,4,4,4,3,5,1,2,2,5,6,5,4,5,6,100,2,3,2,1,3,1,2,3,4,3,4,4,3,4,1,2,2,85,1,3,5,3,47,1,1,5,3,1,5,1,1,100,1,4,1.66666666666667,5,2,3,"Female","below_ug","not_sure",63,1,"yes",4,"white","north",0,"more12months",6
"97",98,1,1,2,1,1,1,1,5,5,5,5,5,5,4,4,2,6,3,3,5,5,5,90,1,2,2,1,1,1,1,1,4,3,1,1,1,1,1,1,1,50,1,1,4,4,18,1,1,11,5,1,5,2,2,50,1.14285714285714,5,3.33333333333333,4.4,1.33333333333333,1,"Female","pg","natural",34,1,"no",3,"white","south",1,"6to12months",5
"98",99,2,2,1,2,1,3,1,3,3,5,2,4,5,3,2,3,5,3,3,4,5,2,90,2,4,3,2,3,2,3,2,4,3,4,4,4,3,4,4,2,50,1,1,5,3,9,1,1,11,4,4,2,2,3,95,1.71428571428571,3.66666666666667,2.66666666666667,4,2.83333333333333,3.83333333333333,"Female","ug","natural",25,1,"no",4,"other","south",1,"more12months",2
"99",100,2,1,1,1,1,3,1,5,4,4,3,4,4,1,3,2,5,6,3,4,5,3,100,2,3,2,1,2,2,1,2,1,4,1,1,1,2,1,1,1,10,3,1,5,4,12,1,1,12,5,15,5,2,2,60,1.42857142857143,4,2,4.6,1.83333333333333,1.16666666666667,"Female","pg","natural",28,0,"no",3,"white","south",1,"more12months",3
"100",101,2,2,2,2,2,2,2,4,4,4,3,4,4,5,2,2,3,5,3,5,3,5,100,2,4,3,1,4,2,3,1,3,3,2,4,2,4,2,4,2,50,1,1,0,3,45,1,1,5,4,1,0,2,1,100,2,3.83333333333333,3,3.8,2.83333333333333,3,"Female","ug","natural",61,1,"no",4,"other","north",1,"other",5
"101",102,2,2,2,1,1,3,2,5,3,3,1,4,5,1,4,2,5,3,4,4,4,4,82,1,3,3,2,4,3,2,1,2,3,1,4,3,4,1,3,2,75,1,1,4,4,13,1,1,10,3,1,5,2,3,50,1.85714285714286,3.5,2.33333333333333,4,2.83333333333333,2.66666666666667,"Female","below_ug","natural",29,1,"no",3,"white","south",1,"6to12months",4
"102",103,3,1,4,4,2,4,2,5,2,5,4,4,5,4,5,2,4,1,1,2,2,6,80,1,4,4,4,3,4,3,1,3,3,2,1,1,1,1,2,1,69,1,1,5,3,12,1,1,12,5,1,5,2,2,50,2.85714285714286,4.16666666666667,3.66666666666667,2,3.66666666666667,1.33333333333333,"Female","pg","natural",28,1,"no",4,"white","south",1,"more12months",6
"103",104,1,1,1,1,1,2,1,5,5,5,1,1,1,1,1,1,6,6,6,6,6,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,2,1,1,1,15,1,1,1,5,1,5,2,2,100,1.14285714285714,3,1,6,1,1,"Female","pg","natural",31,0,"no",6,"white","non_England",1,"less6months",1
"104",105,1,1,1,1,1,1,1,4,4,4,2,5,5,3,4,4,3,3,2,4,3,6,80,1,2,2,2,2,2,1,1,3,3,2,1,2,2,1,2,3,80,3,3,0,2,37,1,1,11,5,1,5,1,3,45,1,4,3.66666666666667,3,1.83333333333333,1.66666666666667,"Female","pg","not_sure",53,0,"yes",5,"white","south",0,"other",6
"105",106,1,2,2,1,2,1,1,3,4,4,3,2,4,2,4,4,5,2,3,3,4,4,85,1,4,3,2,3,2,2,3,2,4,2,2,3,2,1,3,2,50,1,2,4,5,11,2,1,10,3,1,5,2,3,76,1.42857142857143,3.33333333333333,3.33333333333333,3.4,2.66666666666667,2.16666666666667,"Male","below_ug","artificial",27,1,"no",2,"white","south",0,"6to12months",4
"106",107,3,3,3,3,3,4,2,4,4,4,4,2,4,2,4,1,4,3,3,3,4,3,50,1,3,2,4,3,3,2,2,2,4,4,4,4,4,1,4,2,25,3,3,4,4,9,1,1,10,5,15,5,2,3,25,3,3.66666666666667,2.33333333333333,3.4,2.83333333333333,3.5,"Female","pg","not_sure",25,0,"no",3,"white","south",0,"6to12months",3
"107",108,4,1,1,2,2,2,2,4,5,5,3,4,5,3,4,2,5,6,3,4,4,3,75,2,4,3,4,3,3,4,3,3,4,1,1,1,3,1,1,2,84,1,3,5,4,12,1,1,1,4,1,5,2,2,75,2,4.33333333333333,3,4.4,3.5,1.33333333333333,"Female","ug","not_sure",28,1,"no",3,"white","non_England",0,"more12months",3
"108",109,2,2,2,2,1,2,3,4,4,5,4,4,4,2,4,1,4,4,4,3,4,6,90,1,3,2,3,3,3,4,1,2,4,1,1,1,1,1,1,1,61,1,1,5,5,43,1,1,6,4,1,5,1,3,80,2,4.16666666666667,2.33333333333333,3.8,3,1,"Female","ug","natural",59,1,"yes",2,"white","north",1,"more12months",6
"109",110,1,1,1,2,2,1,1,2,2,4,4,2,4,1,1,1,5,6,5,4,5,8,100,2,3,2,1,2,1,1,1,3,3,4,4,2,4,1,3,1,25,1,3,0,4,10,2,1,10,4,1,5,2,3,100,1.28571428571429,3,1,5,1.66666666666667,3,"Male","ug","not_sure",26,1,"no",3,"white","south",0,"other",0
"110",111,2,2,1,2,2,2,1,4,4,4,4,3,4,1,1,2,4,4,4,4,4,8,80,2,2,2,1,2,2,2,2,3,3,4,4,3,4,1,4,2,35,3,3,5,4,43,1,1,5,4,1,0,1,3,100,1.71428571428571,3.83333333333333,1.33333333333333,4,1.83333333333333,3.33333333333333,"Female","ug","not_sure",59,0,"yes",3,"other","north",0,"more12months",0
"111",112,2,2,2,2,2,2,2,2,2,2,3,4,5,4,5,4,4,4,2,2,4,3,32,2,3,1,1,4,2,1,1,3,3,3,2,4,3,1,3,1,50,1,3,0,4,9,2,1,10,4,1,5,2,3,14,2,3,4.33333333333333,3.2,2,2.66666666666667,"Male","ug","not_sure",25,1,"no",3,"white","south",0,"other",3
"112",113,3,1,4,4,1,4,2,5,5,5,5,5,5,2,2,4,6,2,5,4,3,6,90,1,3,3,1,2,2,3,1,2,4,2,2,3,4,1,3,3,50.5278048780488,1,1,5,4,20,1,1,9,5,1,5,1,3,98,2.71428571428571,5,2.66666666666667,4,2.33333333333333,2.5,"Female","pg","natural",36,1,"yes",3,"white","south",1,"more12months",6
"113",114,1,1,1,2,1,1,1,4,4,4,4,4,3,1,2,4,3,4,3,3,3,8,90,1,4,2,1,4,1,1,2,4,3,2,3,3,4,1,3,1,50,1,1,3,3,10,2,1,10,5,1,5,2,3,100,1.14285714285714,3.83333333333333,2.33333333333333,3.2,2.16666666666667,2.66666666666667,"Male","pg","natural",26,1,"no",4,"white","south",1,"less6months",0
"114",115,2,2,2,2,2,3,1,3,3,3,3,5,4,4,4,3,4,3,4,4,4,1,83,1,3,3,3,3,2,4,3,3,4,4,4,4,4,1,4,1,100,1,3,5,4,19,1,1,9,3,1,5,1,3,87,2,3.5,3.66666666666667,3.8,3,3.5,"Female","below_ug","not_sure",35,1,"yes",3,"white","south",0,"more12months",1
"115",116,4,4,4,2,1,4,1,5,5,5,4,4,4,4,4,3,4,4,2,4,5,8,78,2,2,2,1,2,4,1,3,4,4,1,1,2,3,1,2,1,36,1,1,4,5,4,1,1,9,3,1,5,2,3,73,2.85714285714286,4.5,3.66666666666667,3.8,2,1.66666666666667,"Female","below_ug","natural",20,1,"no",2,"white","south",1,"6to12months",0
"116",117,2,2,2,2,1,1,2,3,4,2,4,5,4,4,3,3,3,2,3,4,2,4,85,2,2,3,2,4,2,2,1,2,4,2,2,1,4,1,2,1,50.5278048780488,1,1,5,5,23,1,1,11,4,1,5,1,3,49,1.71428571428571,3.66666666666667,3.33333333333333,2.8,2.5,2,"Female","ug","natural",39,1,"yes",2,"white","south",1,"more12months",4
"117",118,2,2,2,2,2,2,2,3,4,3,2,3,3,4,5,5,3,3,3,4,3,3,50,1,4,2,3,2,3,2,1,1,4,3,2,3,4,1,3,2,35,1,1,0,3,9,3,1,9,4,1,5,2,3,10,2,3,4.66666666666667,3.2,2.66666666666667,2.66666666666667,"Other","ug","natural",25,1,"no",4,"white","south",1,"other",3
"118",119,2,2,3,2,1,2,1,5,4,5,4,4,5,4,3,4,3,5,4,5,5,5,97,2,3,3,3,1,2,2,2,3,4,1,1,1,4,1,3,2,30,3,1,5,4,23,1,1,11,4,1,5,1,3,74,1.85714285714286,4.5,3.66666666666667,4.4,2.33333333333333,1.83333333333333,"Female","ug","natural",39,0,"yes",3,"white","south",1,"more12months",5
"119",120,1,1,1,1,1,2,1,2,5,3,4,3,4,4,2,1,5,5,4,6,5,4,76,2,2,1,2,1,1,2,1,4,4,4,3,3,3,1,4,2,31,1,1,5,3,45,1,1,3,5,1,3,1,3,45,1.14285714285714,3.5,2.33333333333333,5,1.5,3,"Female","pg","natural",61,1,"yes",4,"other","non_England",1,"more12months",4
"120",121,1,1,1,2,3,1,1,1,2,2,2,4,2,1,2,1,3,5,3,5,6,2,80,2,3,2,1,2,1,2,2,3,3,1,2,1,4,1,2,2,50.5278048780488,1,1,5,3,9,1,1,10,4,1,5,2,3,50,1.42857142857143,2.16666666666667,1.33333333333333,4.4,1.83333333333333,1.83333333333333,"Female","ug","natural",25,1,"no",4,"white","south",1,"more12months",2
"121",122,1,1,1,2,2,2,1,4,4,4,4,4,4,4,4,5,1,3,3,2,2,8,85,1,2,1,1,2,2,3,2,3,4,1,1,1,2,1,1,1,20,1,1,5,2,8,1,1,10,4,1,5,2,3,90,1.42857142857143,4,4.33333333333333,2.2,1.83333333333333,1.16666666666667,"Female","ug","natural",24,1,"no",5,"white","south",1,"more12months",0
"122",123,2,2,2,2,2,2,1,2,1,2,1,2,4,2,5,5,3,3,3,3,3,8,80,1,1,1,1,2,2,1,3,4,4,1,1,1,1,1,1,1,30,1,1,4,5,9,1,1,10,4,1,3,2,2,90,1.85714285714286,2,4,3,1.33333333333333,1,"Female","ug","natural",25,1,"no",2,"other","south",1,"6to12months",0
"123",124,3,2,3,3,2,1,2,5,5,5,2,4,4,4,5,4,3,3,2,3,3,6,71,1,3,2,4,4,3,3,3,3,2,3,3,2,4,1,4,1,71,2,2,4,5,9,1,1,10,5,1,5,2,2,34,2.28571428571429,4.16666666666667,4.33333333333333,2.8,3.16666666666667,2.83333333333333,"Female","pg","artificial",25,0,"no",2,"white","south",0,"6to12months",6
"124",125,3,2,4,3,3,2,2,4,2,4,3,3,5,4,5,3,6,3,3,3,5,4,50,2,4,3,3,3,3,3,1,3,5,4,3,4,4,3,4,3,65,1,2,0,4,11,2,1,12,5,8,5,2,3,60,2.71428571428571,3.5,4,4,3.16666666666667,3.66666666666667,"Male","pg","artificial",27,1,"no",3,"white","south",0,"other",4
"125",126,2,2,2,4,2,2,2,5,4,5,4,4,4,4,5,2,4,4,6,4,4,5,86,1,4,3,1,2,3,2,2,2,3,4,3,4,2,1,4,1,20,1,1,5,3,5,1,1,10,4,1,5,2,3,55,2.28571428571429,4.33333333333333,3.66666666666667,4.4,2.5,3,"Female","ug","natural",21,1,"no",4,"white","south",1,"more12months",5
"126",127,2,2,3,3,1,1,2,5,5,5,4,4,5,4,5,2,2,2,2,2,2,5,100,2,4,4,1,3,4,4,3,3,4,3,2,3,4,1,3,2,60,1,1,0,3,22,1,1,12,5,16,3,2,3,80,2,4.66666666666667,3.66666666666667,2,3.33333333333333,2.66666666666667,"Female","pg","natural",38,1,"no",4,"other","south",1,"other",5
"127",128,3,2,1,2,2,2,2,2,2,2,2,4,3,2,2,2,3,2,3,5,3,5,90,2,3,2,1,2,2,2,2,3,3,2,3,1,2,1,3,3,25,1,1,5,3,38,1,1,5,4,1,5,1,3,75,2,2.5,2,3.2,2,2,"Female","ug","natural",54,1,"yes",4,"white","north",1,"more12months",5
"128",129,4,3,3,4,3,2,4,4,4,4,2,4,5,1,4,4,5,5,1,5,3,4,98,1,4,4,3,4,4,4,1,3,4,4,2,4,4,3,4,1,50.5278048780488,1,1,5,3,6,1,1,11,4,1,5,2,2,31,3.28571428571429,3.83333333333333,3,3.8,3.83333333333333,3.5,"Female","ug","natural",22,1,"no",4,"white","south",1,"more12months",4
"129",130,3,2,4,3,2,2,3,3,5,4,1,3,4,4,3,2,5,5,3,6,4,1,74.8669131238447,2,3,3,2,2,3,3,4,3,3,4,4,3,3,3,4,3,16,1,2,4,4,38,1,1,5,3,1,5,1,3,44,2.71428571428571,3.33333333333333,3,4.6,2.66666666666667,3.5,"Female","below_ug","artificial",54,1,"yes",3,"white","north",0,"6to12months",1
"130",131,3,2,2,2,2,2,1,5,5,5,5,5,5,4,5,4,5,3,2,4,5,4,40,1,4,3,4,4,3,3,2,4,3,4,4,3,4,1,4,2,50.5278048780488,1,1,0,3,30,3,1,1,4,1,5,2,2,11,2,5,4.33333333333333,3.8,3.5,3.33333333333333,"Other","ug","natural",46,1,"no",4,"white","non_England",1,"other",4
"131",132,3,3,3,2,3,2,2,4,4,4,3,4,4,3,5,2,5,4,2,4,4,2,85,2,3,4,3,2,3,1,2,3,3,3,3,2,4,1,3,1,40,1,1,5,3,10,1,1,10,4,1,5,2,2,56,2.57142857142857,3.83333333333333,3.33333333333333,3.8,2.66666666666667,2.66666666666667,"Female","ug","natural",26,1,"no",4,"white","south",1,"more12months",2
"132",133,1,1,1,1,4,1,1,5,2,3,2,4,5,2,1,1,5,4,5,6,5,4,70,2,2,1,2,3,1,2,3,3,4,3,2,2,4,1,2,1,25,1,1,3,5,28,2,1,12,3,1,5,2,3,90,1.42857142857143,3.5,1.33333333333333,5,1.83333333333333,2.33333333333333,"Male","below_ug","natural",44,1,"no",2,"white","south",1,"less6months",4
"133",134,4,4,4,4,4,2,4,4,2,4,4,4,4,4,4,2,2,4,4,4,2,5,75,2,4,3,2,4,3,3,3,2,4,2,2,2,4,1,4,3,95,1,2,5,5,33,1,1,5,4,1,5,1,3,50,3.71428571428571,3.66666666666667,3.33333333333333,3.2,3.16666666666667,2.5,"Female","ug","artificial",49,1,"yes",2,"white","north",0,"more12months",5
"134",135,3,2,3,3,2,3,2,4,4,3,3,4,5,5,5,5,3,3,3,5,2,3,80,1,3,3,4,4,3,3,1,2,4,3,2,2,2,1,3,1,46,1,3,5,4,18,1,1,7,4,1,5,2,3,31,2.57142857142857,3.83333333333333,5,3.2,3.33333333333333,2.16666666666667,"Female","ug","not_sure",34,1,"no",3,"white","midlands",0,"more12months",3
"135",136,2,1,1,2,1,1,1,2,4,2,1,1,1,4,4,2,6,3,3,3,3,1,73,1,4,4,2,3,2,2,2,4,3,3,3,3,3,3,2,1,38,1,1,3,3,44,2,1,5,3,1,5,2,3,61,1.28571428571429,1.83333333333333,3.33333333333333,3.6,2.83333333333333,2.83333333333333,"Male","below_ug","natural",60,1,"no",4,"white","north",1,"less6months",1
"136",137,4,3,4,3,2,3,3,3,3,2,3,4,3,4,4,2,5,2,2,4,4,2,50,3,3,2,4,3,4,4,1,3,3,1,1,1,3,1,1,2,50.5278048780488,3,1,5,5,6,1,1,8,4,1,5,2,1,50,3.14285714285714,3,3.33333333333333,3.4,3.33333333333333,1.33333333333333,"Female","ug","natural",22,0,"no",2,"white","midlands",1,"more12months",2
"137",138,1,1,1,1,1,1,1,2,5,4,5,4,2,2,2,1,5,5,6,5,6,6,98,2,4,1,1,4,1,1,3,4,3,4,4,4,3,3,4,1,35,1,3,5,2,44,2,1,3,5,1,5,1,3,50,1,3.66666666666667,1.66666666666667,5.4,2,3.66666666666667,"Male","pg","not_sure",60,1,"yes",5,"white","non_England",0,"more12months",6
"138",139,2,1,2,2,2,4,2,4,4,4,3,3,4,4,4,4,4,4,4,4,4,2,50,2,3,3,2,4,3,2,2,3,3,4,4,3,4,1,4,2,66,1,3,5,1,35,1,1,5,3,1,5,1,3,65,2.14285714285714,3.66666666666667,4,4,2.83333333333333,3.33333333333333,"Female","below_ug","not_sure",51,1,"yes",6,"white","north",0,"more12months",2
"139",140,2,2,2,2,2,3,1,4,5,2,4,5,5,4,4,2,4,3,3,4,3,5,64,1,4,2,1,3,3,3,1,3,4,3,1,3,4,1,3,2,79,1,1,5,4,16,1,1,12,5,1,6,2,3,79,2,4.16666666666667,3.33333333333333,3.4,2.66666666666667,2.5,"Female","pg","natural",32,1,"no",3,"other","south",1,"more12months",5
"140",141,4,3,4,3,1,2,2,5,4,5,4,4,5,5,5,5,5,5,2,3,5,4,71,1,3,3,1,2,4,4,2,2,4,3,3,3,4,1,4,3,51,1,1,5,4,6,1,1,11,4,1,5,2,3,45,2.71428571428571,4.5,5,4,2.83333333333333,3,"Female","ug","natural",22,1,"no",3,"white","south",1,"more12months",4
"141",142,1,1,1,1,1,2,1,2,2,2,4,3,4,1,1,1,6,6,4,3,5,2,63,1,2,2,2,2,1,1,1,3,2,4,2,3,4,1,4,2,17,1,1,0,2,50,1,1,5,4,1,5,2,2,58,1.14285714285714,2.83333333333333,1,4.8,1.66666666666667,3,"Female","ug","natural",66,1,"no",5,"white","north",1,"other",2
"142",143,3,2,2,2,1,4,2,4,4,4,3,4,5,1,1,2,5,5,4,5,5,7,60,2,2,3,3,3,3,3,1,3,4,4,4,4,4,1,4,1,35,2,1,5,4,36,1,1,10,3,1,5,1,3,90,2.28571428571429,4,1.33333333333333,4.8,2.83333333333333,3.5,"Female","below_ug","natural",52,0,"yes",3,"white","south",1,"more12months",7
"143",144,3,2,2,2,1,2,2,4,5,2,4,2,5,2,4,2,4,4,4,5,4,7,81,1,4,2,1,3,3,2,2,3,4,1,1,1,3,1,1,2,50,3,1,5,3,29,1,1,5,4,1,5,1,3,100,2,3.66666666666667,2.66666666666667,4.2,2.5,1.33333333333333,"Female","ug","natural",45,0,"yes",4,"white","north",1,"more12months",7
"144",145,2,2,2,1,2,4,2,2,1,2,4,2,3,1,2,2,4,5,2,5,3,4,75,2,3,2,1,3,1,2,2,2,3,4,3,3,4,1,3,2,70,1,3,0,3,15,1,1,5,5,1,3,2,3,50,2.14285714285714,2.33333333333333,1.66666666666667,3.8,2,3,"Female","pg","not_sure",31,1,"no",4,"other","north",0,"other",4
"145",146,1,1,1,1,1,4,1,3,3,3,4,5,1,3,4,2,3,3,3,3,2,5,53,2,4,2,4,4,1,1,3,3,2,4,4,3,4,1,3,1,77,1,1,5,4,18,2,1,6,3,1,5,2,1,55,1.42857142857143,3.16666666666667,3,2.8,2.66666666666667,3.16666666666667,"Male","below_ug","natural",34,1,"no",3,"white","north",1,"more12months",5
